Identifiant,Nom,Description,Tag 1,Tag 2,Tag 3,Longitude,Latitude,N° et nom de rue,CP,Ville,Année de création,Url site web,Email,Nom compte Twitter,Url page Facebook,Url page Google +,Url page Linkedin,Url page Viadeo,Catégorie
paris-innovation-bourse,Paris Innovation Bourse,Un des lieux d'hébergement proposé par Paris Incubateurs qui accueille en particulier les entreprises innovantes du programme d'incubation lié au secteur de la finance.,,,,2.341908,48.869508,28 place de la Bourse,75002,Paris,,http://www.parisincubateurs.com/sites_incubateur/get_site/28,,,,,,,Incubateur
paris-innovation-masséna,Paris Innovation Masséna,Un des lieux d'hébergement proposé par Paris Incubateurs qui accueille en particulier les entreprises innovantes des programmes d'incubation technologies numériques et mobilité connectée.,,,,2.3835,48.825661,15 rue Jean-Baptiste Berlier,75013,Paris,,http://www.parisincubateurs.com/sites_incubateur/get_site/27,,,,,,,Incubateur
paris-innovation-réunion,Paris Innovation Réunion,Un des lieux d'hébergement proposé par Paris Incubateurs qui accueille en particulier les entreprises innovantes du programme d'incubation lié au secteur médiatique.,,,,2.40352,48.854858,80 rue des Haies,75020,Paris,,http://www.parisincubateurs.com/sites_incubateur/get_site/26,,,,,,,Incubateur
paris-pionnières,Paris Pionnières,"Paris Pionnières s'appuie sur une équipe de professionnels qui vous conseille, vous accompagne et vous propose des bureaux pour votre entreprise, de l’idée jusqu’à sa troisième année d’existence.",,,,2.3725,48.858341,26 rue du Chemin Vert,75011,Paris,2008,http://www.parispionnieres.org,,,https://www.facebook.com/pages/Les-Pionni%C3%A8res/157368310975832,,,,Incubateur
paris-région-innovation-nord-express,Paris Région Innovation Nord Express,"Un des lieux d'hébergement proposé par Paris Incubateurs qui accueille en particulier les entreprises innovantes des programmes d'incubation technologies numériques, nouveaux médias et jeux électroniques.",,,,2.35278,48.893959,110 rue des Poissonniers,75018,Paris,,http://www.parisincubateurs.com/sites_incubateur/get_site/30,,,,,,,Incubateur
paris-région-lab,Paris Région Lab,Le Laboratoire Paris Région Innovation créé à l'initiative de la Ville de Paris et de la Région Ile-de-France a pour but d'encourager le déploiement de solutions innovantes in vivo in situ sur le territoire francilien.,,,,2.393599,48.871109,24 rue de l'Est,75020,Paris,,http://www.parisregionlab.com,,innovcity,,,,,Acteur public
paristech-entrepreneurs,ParisTech Entrepreneurs,L'incubateur ParisTech Entrepreneurs est un organisme d'accompagnement qui soutient la création d'entreprises TIC innovantes.,,,,2.33838,48.831581,9 rue Dareau,75014,Paris,,http://entrepreneurs.telecom-paristech.fr,,IncubParisTech,https://www.facebook.com/pages/Incubateur-T%C3%A9l%C3%A9com-ParisTech-Eurecom-Entrepreneurs/421796347832607,,,,Incubateur
parrot,Parrot,Parrot est un fournisseur de périphériques sans fil pour téléphones mobiles.,,,,2.36721,48.87896,174 quai de Jemmapes,75010,Paris,1994,http://www.parrot.com,,ardrone,https://www.facebook.com/Parrot,,http://www.linkedin.com/company/13708,,Entreprise
partech-international,Partech International,Partech International est une société d'investissement en venture capital spécialisée dans les techologies de l'information et de la communication.,,,,2.31639,48.872978,12 rue de Penthièvre,75008,Paris,1982,http://www.partechventures.com,,partechventures,,,http://www.linkedin.com/company/563769,,Investisseur
pass-technologie,Pass Technologie,Pass Technologie est spécialiste du développement informatique particulièrement dans les logiciels libres.,,,,2.40312,48.839722,26 rue Louis Braille,75012,Paris,2002,http://www.pass-tech.fr,,,,,,,Entreprise
pasteke.com,Pasteke.com,Pasteke.com est une agence de communication globale.,,,,1.6755,49.000622,8 rue costes et bellonte,78200,Mantes la Jolie,2005,http://www.pasteke.com,,pasteke_,http://Www.facebook.com/pastekefan,https://plus.google.com/113645891726293520009,,,Prestataire
paypal,Paypal,"PayPal permet à une entreprise ou un utilisateur disposant d'une adresse email d'envoyer et de recevoir des paiements en ligne de manière pratique, sécurisée et peu coûteuse.",,,,2.34116,48.86834,21 rue de la Banque,75002,Paris,1998,http://www.paypal.com,,PayPal,https://www.facebook.com/PayPal,https://plus.google.com/+paypal,http://www.linkedin.com/company/1482,,Entreprise
payplug,PayPlug,"PayPlug propose une solution de paiement par carte bancaire, sans terminal, sur le web et le mobile.",,,,2.32823,48.846191,96 boulevard Raspail,75006,Paris,2012,http://www.payplug.fr,,payplug,https://www.facebook.com/PayPlug,,http://www.linkedin.com/company/2680294,,Entreprise
pearltrees,Pearltrees,"Pearltrees est une plate-forme de curation par centres d'intérêts qui permet de collectionner, d'organiser et de partager les contenus que vous aimez sur le web.",,,,2.37636,48.851711,94 avenue Ledru Rollin,75012,Paris,2009,http://www.pearltrees.com,,pearltrees,https://www.facebook.com/pearltrees,https://plus.google.com/+pearltrees,http://www.linkedin.com/company/1361436,,Entreprise
peego-start-up,Peego Start'Up,Peego Start'Up est l'incubateur de l'Université Paris Dauphine et est ouvert aux étudiants ou jeunes diplômés des établissements de Peego porteurs d'un projet.,,,,2.27428,48.871288,Place du Maréchal de Lattre de Tassigny,75116,Paris,,http://www.peego.dauphine.fr/index.php?id=8967,,,https://www.facebook.com/pages/PEEGO/197857936936906,,,,Incubateur
pepper-cube,Pepper Cube,"Pepper Cube est une agence de communication interactive qui propose ses services en matière de conseil éditorial et fonctionnel, de création graphique et de développement de sites internet et intranet aux entreprises et aux collectivités.",,,,2.4196958541870117,48.85102066176807,8-10 rue de Valmy,93100,Montreuil,2004,http://www.peppercube.net,jerome@peppercube.net,,,,,,Prestataire
pertimm,Pertimm,"Petrimm propose des solutions intégrées de moteurs de recherche linguistiques, sémantiques, et statistiques.",,,,2.29484,48.914131,51 boulevard Voltaire,92600,Asnières-sur-Seine,1997,http://www.pertimm.com,,,,,http://www.linkedin.com/company/131034,,Entreprise
piedelephant.,PiedElephant.,"PiedElephant is a M&A and Fundraising Boutique dedicated to tech and creative companies. \nBased in Paris, we work alongside entrepreneurs and startups across France, Europe and United States. \nFor more details visit our website www.piedelephant.com",,,,2.3499155044555664,48.863670189262386,73 rue Saint-Denis,75001,Paris,2012,http://www.piedelephant.com,team@piedelephant.com,bb_piedelephant,https://www.facebook.com/PiedElephant,,http://www.linkedin.com/pub/barbara-belvisi/18/421/792,,Investisseur
pierlis,Pierlis,"Pierlis est une agence spécialisée dans le développement d'applications web, mobiles et de bureau et propose des solutions de plateformes e-commerce, de publication de contenu et de diffusion de vidéos.",,,,2.34703,48.87083,8 boulevard Poissonnière,75009,Paris,,http://www.pierlis.com,,,,,,,Prestataire
pinpin-team,Pinpin Team,Pinpin Team est un studio de développement de jeux vidéos pour le mobile et le web.,,,,2.35278,48.893959,110 rue des Poissonniers,75018,Paris,2008,http://www.pinpinteam.com,,PinpinTeam,https://www.facebook.com/pinpinteam,,http://www.linkedin.com/company/1577834,,Entreprise
pix2know,Pix2know,"Réseau social autour de l'image. A partir d'une de tes photos, défies ta communauté ou tes amis.",,,,2.2873700020004435,48.88621000000046,8 avenue de la Porte de Champerret,75017,Paris,2013,http://www.pix2know.com,team@pix2know.com,pix2know,https://www.facebook.com/Pix2know,https://plus.google.com/117431581314291650499,http://www.linkedin.com/company/pix2know,,Entreprise
pixagility,Pixagility,Pixagility est spécialiste de la distribution de contenus vidéos sur tous types de plateformes et propose des solutions de stockage et de monétisation.,,,,2.25387,48.833302,64 avenue Pierre Grenier,92100,Boulogne Billancourt,,http://pixagility.tv,,,,,http://www.linkedin.com/company/738651,,Entreprise
pixcook,Pixcook,"Pixcook est un studio de création d'identité visuelle, d'ergonomie web et de jeux.",,,,2.369204,48.892092,134 rue d'Aubervilliers,75019,Paris,2011,http://www.pixcook.com,,pixcook,,,,,Entreprise
placeloop,Placeloop,"Placeloop est une plateforme de marketing digital qui permet aux commerces de proximité de diffuser des messages et des coupons sur Internet, les réseaux sociaux, par email/SMS et des QR codes.",,,,2.40352,48.854858,80 rue des Haies,75020,Paris,2011,http://www.placeloop.com,,Placeloop,https://www.facebook.com/placeloop,,http://www.linkedin.com/company/2522187,,Entreprise
playrion,Playrion,"Playrion est une société de développement et d'édition de jeux sérieux qui propose notamment Airlines-Manager, un jeu de gestion en ligne de compagnie aérienne.",,,,2.35278,48.893959,110 rue des Poissonniers,75018,Paris,2010,http://www.playrion.com,,Playrion,https://www.facebook.com/Playrion,,http://www.linkedin.com/company/2172017,,Entreprise
playsoft,PlaySoft,Playsoft est une agence de communication digitale spécialisée dans la création d'applications et de jeux vidéo mobiles.,,,,2.392446,48.865629,18 rue Soleillet,75020,Paris,2004,http://www.playsoft.fr,,PlaysoftCorp,https://www.facebook.com/pages/Playsoft/228311306331,,http://www.linkedin.com/company/playsoft,,Prestataire
playtouch,PlayTouch,"Playtouch développe et propose Jaxpot, un service de jeux en ligne pour gagner des cadeaux disponible pour tous les écrans.",,,,1.803087,48.960663,31 rue de la Vallée,78970,Mézières sur Seine,2010,http://www.playtouch.net,,,https://www.facebook.com/PLAYTOUCH.net,,http://www.linkedin.com/company/playtouch,,Entreprise
plyce,Plyce,"Plyce est une plateforme web et une application mobile géolocalisée qui vous permettent de trouver les bonnes affaires dans les points de vente : réductions, promotions et cadeaux.",,,,2.306722,48.888076,118 rue de Tocqueville,75017,Paris,2010,http://www.plyce.com,,plyce,https://www.facebook.com/plyce,,http://www.linkedin.com/company/1567274,,Entreprise
pléiade-venture,Pléiade Venture,Pléiade Venture est un investisseur engagé pratiquant l'investissement équitable aux côtés d'entrepreneurs innovants.,,,,2.31596,48.873119,29 rue de Miromesnil,75008,Paris,1999,http://www.pleiadeventure.com,,,,,http://www.linkedin.com/company/2445493,,Investisseur
polagram,Polagram,"Polagram est une application pour imprimer vos photos préférées - en 3 clics - à partir de votre iPhone, de votre iPad ou de votre Android.",,,,2.288619494000443,48.871364084000504,28 rue Paul Valery,75116,Paris,2012,http://www.polagr.am,jeremy@polagr.am,polagram,https://www.facebook.com/polagram,,,,Entreprise
pole-capital,Pole Capital,Pole Capital est une société d’investissement spécialisée dans la prise de participations à long-terme dans des entreprises non-cotées.,,,,2.31766,48.859852,41 rue Saint-Dominique,75007,Paris,2008,http://www.polecapital.com,,,,,http://www.linkedin.com/company/2216660,,Investisseur
postercloud,PosterCloud,"Pour planifier et réserver vos campagnes d'affichage publicitaire Offline, il y a désormais une solution Online…",,,,2.3344016075134273,48.80423483864188,44 rue Cauchy,94110,Arcueil,2012,http://www.postercloud.fr,jferuglio@postercloud.fr,postercloud,,,,,Entreprise
prepmyfuture,PrepMyFuture,PrepMyFuture développe une plateforme de e-learning adaptatif qui ajuste la difficulté des exercices en fonction de l'utilisateur et de ses faiblesses.,,,,2.35754,48.872379,82 rue du Faubourg Saint-Martin,75010,Paris,2010,http://www.prepmyfuture.com,,PrepMyFuture,https://www.facebook.com/PrepMyFuture,,http://www.linkedin.com/company/2372131,,Entreprise
press-criptum,Press'criptum,"Press'criptum développe Press Shopper, une application mobile permettant d'accéder aux informations de produits mode des magazines par reconnaissance d'image et de pouvoir les acheter directement.",,,,2.32157,48.872421,20 boulevard Malesherbes,75008,Paris,2011,http://www.presscriptum.com,,Presscriptum,https://www.facebook.com/Presscriptum,,http://www.linkedin.com/company/2631702,,Entreprise
pretty-simple,Pretty simple,Preety Simple développe des jeux sociaux pour Facebook.,,,,2.393599,48.871109,24 rue de l'Est,75020,Paris,2010,http://www.prettysimplegames.com,,prttysmpl,https://www.facebook.com/PrettySimpleGames,,http://www.linkedin.com/company/1119857,,Entreprise
priceminister,Priceminister,Priceminister est une plateforme de vente en ligne de produits neufs et occasions.,,,,2.34968,48.866859,92 rue Réaumur,75002,Paris,2000,http://www.priceminister.com,,priceminister,https://www.facebook.com/PriceMinister,https://plus.google.com/+priceminister,http://www.linkedin.com/company/28697,,Entreprise
printic,Printic,Printic est une application mobile pour le partage et l'impression de ses photos.,,,,2.28689,48.84894,45 rue Héricart,75015,Paris,2012,http://www.printicapp.com,,printicapp,https://www.facebook.com/Printic,,http://www.linkedin.com/company/3061865,,Entreprise
profileo,Profileo,Profileo est un agence de création de sites web spécialisée dans le e-commerce et le webmarketing avec une expertise Prestashop et Magento.,,,,2.32258,48.84364,3 rue de l'Arrivée,75014,Paris,2001,http://www.profileo.com,,Profileo,https://www.facebook.com/pages/Profileo/496374283729871,https://plus.google.com/106570232975916296219,,,Prestataire
promethean,Promethean,"Promethean propose des solutions innovantes pour l’éducation et la formation en fournissant des tableaux interactifs, logiciels, systèmes de réponses instantanées, périphériques, et matériels de sonorisation.",,,,2.372051,48.903401,45  avenue Victor Hugo,93300,Aubervilliers,2003,http://www.prometheanworld.com,,PrometheanFR,https://www.facebook.com/promethean.france,,,,Entreprise
proxem,Proxem,Proxem est spécialisée dans l’analyse sémantique pour l’entreprise et propose des solutions innovantes en e-réputation et analyse des feedbacks de consommateurs ainsi qu’en Ressources Humaines.,,,,2.3611,48.870659,19 boulevard de Magenta,75010,Paris,2007,http://www.proxem.com,,proxem,https://www.facebook.com/pages/Proxem/205277852816641,,http://www.linkedin.com/company/938582,,Entreprise
près-de-moi,Près De Moi,"PrèsdeMoi est une application gratuite de petites annonces qui permet de voir tous les produits en vente tout près de vous. Elle permet aussi de vendre ses produits facilement, sans être harcelé au téléphone et préserve la sécurité des vendeurs",,,,2.3356246948242188,48.87261892829001,15 rue Jean Dollfus,75018,Paris,2013,http://www.presdemoi.com,kjorset@presdemoi.com,presdemoi,https://www.facebook.com/AppPresDeMoi,https://plus.google.com/u/0/b/113655562878571762581/,http://www.linkedin.com/company/nbme-sas/,,Entreprise
pushprivate,PushPrivate,PushPrivate est une plateforme en ligne pour accélérer sa recherche d'emploi et faciliter le recrutement.,,,,2.2691,48.842861,131 avenue de Versailles,75016,Paris,,http://www.pushprivate.com,,,https://www.facebook.com/PushPrivate,https://plus.google.com/110482884608774286712,http://www.linkedin.com/company/3114280,,Entreprise
qobuz,Qobuz,Qobuz est une plateforme de musique en ligne haute-fidélité qui fournit un service d'écoute sur abonnement et de téléchargement à la carte.,,,,2.37243,48.894779,249 rue de Crimée,75019,Paris,2009,http://www.qobuz.com,,qobuz,https://www.facebook.com/qobuz,,http://www.linkedin.com/company/2582017,,Entreprise
quividi,Quividi,"Mesure d'audience de la communication dans les lieux publics, analyse du comportement de l'acheteur en magasin",,,,2.3948599940004556,48.874269994000485,18 rue Soleillet,75020,Paris,2006,http://www.quividi.com,info@quividi.com,quividi,,,http://www.linkedin.com/company/2527390,,Entreprise
qunb,qunb,"qunb diffuse vos données et vous permet de jouer avec, de les afficher et de les partager.",,,,2.35754,48.872379,82 rue du Faubourg Saint Martin,75010,Paris,2011,http://www.qunb.com,,qunb,https://www.facebook.com/myqunb,,http://www.linkedin.com/company/803778,,Entreprise
radioline,RadioLine,RadioLine développe des applications pour améliorer l'expérience de la radio numérique.,,,,2.26066,48.885731,1 rue Garnier,92200,Neuilly sur Seine,2011,http://www.radioline.co,,Radioline_app,https://www.facebook.com/RadiolineApp,,http://www.linkedin.com/company/2606283,,Entreprise
readiymate,reaDIYmate,"Les reaDIYmates, imaginés par 23deEnero spécialiste de l'internet des objets, sont de petits robots qui se déplacent et jouent des sons en fonction de ce qui se passe dans votre vie numérique.",,,,2.34739,48.874649,7 rue Ambroise Thomas,75009,Paris,2010,http://www.readiymate.com,,readiymate,https://www.facebook.com/readiymate,,http://www.linkedin.com/company/2255628,,Entreprise
reciproque,Reciproque,Reciproque est une société de conseil et d'ingénierie multimédia pour les musées et les centres culturels.,,,,2.38269,48.85952,12 rue Saint Maur,75011,Paris,2006,http://www.reciproque.com,,reciproque,https://www.facebook.com/reciproque.multimedia,,http://www.linkedin.com/company/reciproque,,Prestataire
reewardio,Reewardio,Reewardio permet d'obtenir des offres exclusives en échange d'actions sur Facebook.,,,,2.37344,48.85196,59 rue du Faubourg Saint Antoine,75012,Paris,2012,http://www.reewardio.com,,reewardio,https://www.facebook.com/Reewardio,,,,Entreprise
remu,Remu,Remu est une agence créative qui développe et réalise des contenus multimédias pour des dispositifs de diffusions innovants et des scénographies sonores.,,,,2.353587,48.888969,12 rue d'Oran,75018,Paris,2006,http://www.remu.fr,,,https://www.facebook.com/pages/REMU/462934270146,,,,Prestataire
renaissance-numérique,Renaissance Numérique,Renaissance Numérique est un think-tank qui oeuvre en faveur du développement d'internet en France en focalisant ses réflexions et ses actions sur la réduction des fractures numériques.,,,,2.299198,48.887118,13 rue Eugène Flachat,75017,Paris,2005,http://www.renaissancenumerique.org,,Rnumerique,https://www.facebook.com/renaissancenumerique,https://plus.google.com/110672692941004322746,,,Communauté
reperli,Reperli,"Reperli est un carnet d'adresses pour iPhone, qui permet de mémoriser les lieux et les services qu'on aime, organiser ses check-ins Facebook et Foursquare, partager ses adresses avec sa famille et ses amis.",,,,2.2681899760004285,48.903979121000475,3 avenue de la Liberté,92400,Courbevoie,2013,http://www.reperli.com,stephane@reperli.com,reperli,http://www.facebook.com/reperli,,,,Entreprise
restopolitan,Restopolitan,Restopolitan est spécialisée dans la réservation en ligne appliquée à la restauration et propose une carte de membre qui permet d'obtenir 1 repas offert par jour.,,,,2.34313,48.869251,146 rue Montmartre,75002,Paris,2006,http://www.restopolitan.com,,restopolitan,https://www.facebook.com/Restopolitan,,http://www.linkedin.com/company/1094737,,Entreprise
reunik,Reunik,Reunik est un service d'album photo communautaire qui permet de réunir vos photos et celles de vos amis et de créer un album personnalisé pour impression.,,,,2.28864,48.850929,15 rue Sextius Michel,75015,Paris,2011,http://www.reunik.com,,reunik,https://www.facebook.com/reunik,,http://www.linkedin.com/company/2148332,,Entreprise
reverso-softissimo,Reverso Softissimo,Reverso Softissimo est un concepteur et intégrateur de logiciels spécialisé dans les applications linguistiques de l'informatique pour l'éducation et les entreprises.,,,,2.39272,48.867241,5 rue Soyer,75018,Paris,,http://reverso.softissimo.com,,,,,http://www.linkedin.com/company/1347439,,Entreprise
rich-analysis,Rich Analysis,"RichAnalysis imagine des services digitaux innovants en croisant et en visualisant des données de manière inédite. Elle est experte dans les domaines suivant : synchronisation, géolocalisation et visualisation de grands flux de données.",,,,2.27308,48.826069,16 rue Kléber,92130,Issy-les-Moulineaux,2007,http://www.richanalysis.net,,,https://www.facebook.com/pages/Rich-Analysis/132718836740940,,,,Entreprise
rplus-technologies,RPlus Technologies,"RPlus Technologies est un acteur de l'économie circulaire qui collecte de façon éco-solidaire des téléphones mobiles pour leur offrir une seconde vie. Rplus Technologies, c'est deux marques : Mobile Vert pour la collecte et Yukkaz pour la revente.",,,,2.2249674797058105,48.84018978799443,56 quai Alphonse le Gallo,92100,Boulogne-Billancourt,2011,http://www.rplustechnologies.com,ma@rplustechnologies.com,,,,http://www.linkedin.com/company/rplus-technologies,,Entreprise
rueil-92-coworking,Rueil 92 Coworking,Rueil 92 Coworking propose un espace de travail collaboratif en mode coworking et des bureaux à louer.,,,,2.1915,48.883781,9 avenue Paul Doumer,92500,Rueil-Malmaison,2012,http://www.rueil-92-coworking.com,,RueilCoworking,https://www.facebook.com/Rueil92Coworking,,,,Tiers-lieu
runorg,Runorg,Runorg propose des plateformes web dédiées aux entreprises ou aux associations qui offrent des fonctions de gestion et de communication à destination des dirigeants et des membres.,,,,2.39858,48.853199,22 rue Planchat,75020,Paris,2010,http://www.runorg.com,,RunOrg,https://www.facebook.com/RunOrg,https://plus.google.com/105717032059999732993,http://www.linkedin.com/company/1281871,,Entreprise
rustlin,Rustlin,Rustlin est un réseau social anonyme fondé sur les lieux et les personnes qui les fréquentent disponible via une application mobile géolocalisée.,,,,2.29737,48.859409,17 avenue de la Bourdonnais,75007,Paris,2012,http://www.rustlin.com,,Rustlin,https://www.facebook.com/Rustlin,,http://www.linkedin.com/company/2903710,,Entreprise
réseau-entreprendre-paris,Réseau Entreprendre Paris,Réseau Entreprendre Paris est un réseau de chefs d'entreprise qui accompagne les créateurs et repreneurs d'entreprises. Cet accompagnement individuel et collectif se complète d'un prêt d'honneur.,,,,2.3662587220004525,48.868383122000466,18-20 rue du Faubourg du Temple,75011,Paris,2004,http://www.reseau-entreprendre-paris.fr/,paris@reseau-entreprendre.org,RE_Paris,https://www.facebook.com/pages/R%C3%A9seau-Entreprendre-Paris/180531808680979,,,,Communauté
salesforce,Salesforce,Salesforce est une entreprise spécialiste des logicels de gestion de la relation client.,,,,2.293692,48.864638,7 place d'Iéna,75008,Paris,1999,http://www.salesforce.com,,salesforce,https://www.facebook.com/MarketingCloud,https://plus.google.com/+Salesforce,http://www.linkedin.com/company/3185,,Entreprise
scientipôle-initiative,Scientipôle Initiative,Scientipôle Initiative est une association d'accompagnement et de financement de jeunes entreprises innovantes de la région Ile-de-France.,,,,2.18961,48.697078,Rue du Belvédère,91400,Orsay,,http://www.scientipole-initiative.org,,ScientInitiativ,,,,,Incubateur
scrollshow,Scrollshow,Scrollshow développée par Plimse est une application iPad d'édition de présentations panoramiques.,,,,2.334268,48.825691,rue Saint Yves,75014,Paris,2012,http://www.scrollshow.com,,scrollshow,https://www.facebook.com/Scrollshow,,http://www.linkedin.com/company/2678465,,Entreprise
sculpteo,Sculpteo,Sculpteo offre un service en ligne d'impression 3d à la demande.,,,,2.26477,48.82452,89 rue du Gouverneur Felix Eboué,92130,Issy les Moulineaux,2009,http://www.sculpteo.com,,sculpteo,https://www.facebook.com/sculpteo,https://plus.google.com/114172138917431813751,,,Entreprise
semdee,Semdee,Semdee développe et propose une gamme de logiciels destinés à l’analyse et l’exploitation des données textuelles structurées et non structurées.,,,,2.3835,48.825661,15 rue Jean-Baptiste Berlier,75013,Paris,2011,http://www.semdee.com,,,,,http://www.linkedin.com/company/2972394,,Entreprise
senscritique,SensCritique,SensCritique est un réseau social qui vous permet d'organiser et de partager vos avis culturels.,,,,2.34797,48.87434,49 rue du Faubourg Poissonnière,75010,Paris,2011,http://www.senscritique.com,,senscritique,https://www.facebook.com/senscritique,,http://www.linkedin.com/company/1545540,,Entreprise
sentimonitor,SentiMonitor,Solution de veille et d'analyse des médias sociaux.,,,,2.57732482500046,48.95705913900048,27 avenue la Fontaine,93290,Tremblay-en-France,2013,http://www.sentimonitor.com/fr,alexandre.bourlier@sentimonitor.com,Sentimonitor_fr,,,,,Entreprise
serena-capital,Serena Capital,"Serena Capital est une société d'investissement spécialisée dans le financement d'entreprises à fort potentiel de croissance des secteurs technologiques : internet, mobile,logiciel, services en ligne.",,,,2.32763,48.873409,21 rue Auber,75009,Paris,2008,http://www.serenacapital.com,,serenacap,,,http://www.linkedin.com/company/486780,,Investisseur
seventhside-games,Seventhside Games,Seventhside Games est un éditeur de jeux géo sociaux pour le web et le mobile.,,,,2.33459,48.865261,14 avenue de l'Opéra,75001,Paris,2011,http://www.7thside.com,,7thSideGames,https://www.facebook.com/SeventhSideGames,,,,Entreprise
sharewizz,Sharewizz,Sharewizz est un site communautaire de prêt gratuit d'objets entre particuliers.,,,,2.30293,48.886349,8 rue Gustave Doré,75017,Paris,2012,http://www.sharewizz.com,,,https://www.facebook.com/Sharewizz,,,,Entreprise
sharypic,Sharypic,Sharypic est une plateforme collaborative et interactive de partage de photos pour les événements.,,,,2.37852,48.885441,6 rue Euryale Dehaynin,75019,Paris,2011,http://www.sharypic.com,,sharypic,https://www.facebook.com/sharypic,,http://www.linkedin.com/company/2111273,,Entreprise
shopwise,Shopwise,Shopwise est une application mobile qui permet aux consommateurs de découvrir les notes et analyses de plus de 30 000 produits alimentaires.,,,,2.2863,48.890709,55 rue Anatole France,92300,Levallois Perret,2010,http://www.shopwise.fr,,Shopwisefr,https://www.facebook.com/shopwisefr,,http://www.linkedin.com/company/1337057,,Entreprise
sikanmar-interactive,Sikanmar Interactive,"Sikanmar conçoit et édite des produits éducatifs pour la jeunesse, sur le thème de la connaissance du monde. Des Apps numériques, des Ebooks enrichis et des livres imprimés interactifs. Une véritable collection transmédia : Jo et Moi autour du monde.",,,,2.2409600000004275,48.878809997000474,26 rue Voltaire,92800,Puteaux,2009,http://www.joetmoi.com,editions@sikanmar.com,joetmoi,http://www.facebook.com/joetmoi,,,,Entreprise
silicon-sentier,Silicon Sentier,Silicon Sentier est une association d’entreprises destinée à promouvoir les startups et mutualiser des ressources pour diffuser largement la culture du numérique et favoriser l’émergence de projets individuels ou collectifs en Ile-de-France.,,,,2.342367,48.870529,12 passage Montmartre,75002,Paris,2000,http://www.siliconsentier.org,,SiliconSentier,https://www.facebook.com/siliconsentier,,http://www.linkedin.com/company/123109,,Communauté
simplemail,SimpleMail,"SimpleMail est une plateforme simple et intuitive qui permet d'éditer, de publier, de diffuser et de suivre la performance de vos newsletters.",,,,2.79249,48.840672,1 avenue Christian Doppler,77700,Serris,2011,http://www.simple-mail.fr,,simplemailfr,https://www.facebook.com/simplemailfr,,,,Entreprise
simplon.co,Simplon.co,"Simplon.co est une fabrique accélérée et rémunérée de développeurs web et d'entrepreneurs sociaux du numérique destinée aux jeunes issus de la diversité, des quartiers populaires, en décrochage scolaire et aux filles.",,,,2.435775,48.854352,55 rue de Vincennes,93100,Montreuil,2013,http://www.simplon.co,,simplonco,http://www.facebook.com/Simplon.co,,http://www.linkedin.com/company/3148332,,École
sirdata,SirData,SirData est une plateforme de monétisation qui permet aux éditeurs web et aux marchands de générer des profits grâce au trafic existant de leur site en y insérant un simple tag de collecte de données anonymes sur le comportement de leurs visiteurs.,,,,2.34134,48.875801,8 rue de Châteaudun,75009,Paris,2012,http://www.sirdata.com,,,,,http://www.linkedin.com/company/2765878,,Entreprise
skeelbox,Skeelbox,Skeelbox est une agence de conseil et de stratégie ecommerce.,,,,2.351271,48.876446,82 rue d'Hauteville,75010,Paris,2012,http://www.skeelbox.com,,skeelbox,https://www.facebook.com/Skeelbox,,http://www.linkedin.com/company/2939195,,Prestataire
sketchfab,Sketchfab,"Sketchfab est une plateforme en ligne de publication, de partage et d'embarquement de modèles 3D interactifs en temps réel sans plugin.",,,,2.341908,48.869508,28 place de la Bourse,75002,Paris,2012,http://www.sketchfab.com,,sketchfab,https://www.facebook.com/SketchFab,,http://www.linkedin.com/company/2538189,,Entreprise
skimm,Skimm,Skimm est une application mobile de paiement.,,,,2.35754,48.872379,82 rue du Faubourg Saint-Martin,75010,Paris,2011,http://www.skimm.fr,,skimmfr,https://www.facebook.com/skimmfr,,http://www.linkedin.com/company/1671476,,Entreprise
slimpay,SlimPay,SlimPay développe et met en œuvre en mode hébergé des solutions sécurisées de paiement en ligne.,,,,2.34791,48.871448,10 rue du Faubourg Poissonnière,75010,Paris,2009,http://www.slimpay.com,,slimpay,,,http://www.linkedin.com/company/1509498,,Entreprise
smart-technologies,Smart Technologies,Smart Technologies est un fournisseur de tableaux interactifs.,,,,2.229375,48.872235,15 rue Pagès,92150,Suresnes,1987,http://www.smarttech.com,,SMART_Tech_FR,https://www.facebook.com/SMART.Technologies.France,,http://www.linkedin.com/company/smart-technologies,,Entreprise
smart-tribune,Smart Tribune,Smart Tribune permet de créer un espace conversationnel en ligne pour personnaliser la relation client des entreprises.,,,,2.40316,48.89006,24 rue du Pré Saint-Gervais,93500,Pantin,2011,http://www.smart-tribune.com,,SmartTribune,https://www.facebook.com/SmartTribune,https://plus.google.com/117093348636751274846,http://www.linkedin.com/company/2474024,,Entreprise
smartgrains,Smartgrains,"SmartGrains aide les automobilistes à se garer plus facilement, et les exploitants à optimiser l’usage des infrastructures de stationnement.",,,,2.3415,48.87175,14 boulevard Montmartre,75008,Paris,2009,http://www.smartgrains.com,,smartgrains,https://www.facebook.com/smartgrains,,http://www.linkedin.com/company/313820,,Entreprise
smartpanda-network,SmartPanda Network,"SmartPanda Network est une plateforme de réseau social inter-entreprises, confidentielle et sécurisée par Infogreffe.",,,,2.341352,48.870351,10 rue Saint-Marc,75002,Paris,2012,http://www.smartpanda-network.com,,SmartPandaNetwk,https://www.facebook.com/smartpandanetwork,,,,Entreprise
